Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000001365,18-05-2020 19:23,Frank Castillo,"['Orange', 'Dishware', 'Insect Repellent', 'Pancake Mix', 'Garden Hose']",5,89.33,Mobile Payment,Seattle,Specialty Store,TRUE,Professional,Winter,BOGO (Buy One Get One)
1000001366,07-07-2020 10:20,Brian Brown,"['Cheese', 'Bath Towels', 'Onions', 'Toothpaste', 'Toilet Paper']",3,82.02,Debit Card,Houston,Department Store,TRUE,Teenager,Spring,None
1000001367,30-06-2023 09:24,Daniel Spencer,"['Apple', 'Dish Soap']",7,85.37,Cash,Seattle,Pharmacy,FALSE,Senior Citizen,Fall,Discount on Selected Items
1000001368,26-06-2021 00:59,Carolyn Mills,"['Cleaning Rags', 'Olive Oil', 'Syrup', 'Orange']",7,59,Credit Card,Seattle,Department Store,FALSE,Teenager,Fall,BOGO (Buy One Get One)
1000001369,23-07-2023 21:56,Nicholas Harrell,"['Pickles', 'Extension Cords', 'Cereal Bars']",1,53.28,Credit Card,Dallas,Specialty Store,TRUE,Senior Citizen,Winter,None
1000001370,17-03-2023 06:37,Stephanie Carlson,['Insect Repellent'],2,60.26,Mobile Payment,Seattle,Pharmacy,TRUE,Middle-Aged,Spring,None
1000001371,20-02-2020 03:01,John Stephens,['Cheese'],7,49.47,Mobile Payment,Los Angeles,Supermarket,TRUE,Student,Fall,None
1000001372,06-04-2022 06:00,David Jackson,"['Garden Hose', 'Syrup', 'Dish Soap']",8,55.57,Credit Card,San Francisco,Supermarket,FALSE,Homemaker,Fall,Discount on Selected Items
1000001373,25-05-2021 03:17,James Smith,"['Rice', 'Toothpaste', 'Air Freshener', 'Plant Fertilizer', 'Trash Cans']",9,35.25,Mobile Payment,Boston,Supermarket,TRUE,Middle-Aged,Fall,Discount on Selected Items
1000001374,29-11-2021 22:44,Harry Thomas,"['Banana', 'Light Bulbs']",8,31.77,Debit Card,Dallas,Pharmacy,TRUE,Young Adult,Winter,None
1000001375,20-02-2020 00:35,Stephanie Byrd,['Diapers'],2,45.92,Cash,Chicago,Warehouse Club,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000001376,24-04-2022 18:18,Daniel Hubbard,"['Salmon', 'Garden Hose']",8,26.62,Debit Card,Atlanta,Warehouse Club,TRUE,Retiree,Summer,Discount on Selected Items
1000001377,08-01-2022 13:24,Jennifer Estrada,"['Sponges', 'Jam']",6,12.26,Mobile Payment,Los Angeles,Convenience Store,TRUE,Student,Spring,BOGO (Buy One Get One)
1000001378,05-08-2023 20:17,Stephanie Ruiz,"['Laundry Detergent', 'Pasta']",4,94.24,Credit Card,Chicago,Convenience Store,FALSE,Young Adult,Fall,BOGO (Buy One Get One)
1000001379,08-05-2022 08:43,Rodney Mann,"['Pasta', 'Power Strips']",5,56.42,Debit Card,San Francisco,Department Store,FALSE,Professional,Fall,None
1000001380,04-05-2020 15:34,Stephanie Wallace,"['Rice', 'Pasta', 'Pasta', 'Pickles', 'Dustpan']",8,10.88,Mobile Payment,Los Angeles,Supermarket,TRUE,Student,Winter,Discount on Selected Items
1000001381,01-12-2021 01:57,David Chambers,"['Garden Hose', 'Water', 'Coffee', 'Cleaning Spray', 'Yogurt']",8,61.71,Cash,Boston,Convenience Store,TRUE,Young Adult,Fall,Discount on Selected Items
1000001382,01-01-2020 06:24,Nicole May,['Insect Repellent'],9,45.14,Debit Card,Los Angeles,Warehouse Club,TRUE,Teenager,Spring,Discount on Selected Items
1000001383,03-10-2020 11:37,Amy Beck,['Beef'],4,36.24,Cash,Houston,Supermarket,FALSE,Teenager,Spring,Discount on Selected Items
1000001384,17-05-2023 18:42,Catherine Owens,"['Bath Towels', 'Deodorant']",3,67.57,Mobile Payment,Boston,Specialty Store,TRUE,Homemaker,Winter,None
1000001385,25-10-2020 18:56,Michael Young,"['Coffee', 'Dishware', 'Milk', 'Shower Gel', 'Laundry Detergent']",2,33.91,Mobile Payment,Houston,Department Store,TRUE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000001386,13-05-2022 05:56,Katrina Patterson,"['Toothbrush', 'Yogurt']",7,63.75,Mobile Payment,Atlanta,Convenience Store,FALSE,Retiree,Winter,BOGO (Buy One Get One)
1000001387,31-03-2022 18:05,Scott Cunningham,"['Orange', 'Peanut Butter']",8,73.06,Cash,Boston,Warehouse Club,FALSE,Student,Summer,None
1000001388,06-10-2022 09:29,Shannon Davis,"['Canned Soup', 'Shower Gel', 'Air Freshener']",5,63.09,Credit Card,Dallas,Supermarket,FALSE,Middle-Aged,Spring,Discount on Selected Items
1000001389,19-02-2023 03:29,Taylor Wells,"['Bath Towels', 'Tissues', 'Diapers']",1,65.92,Credit Card,New York,Specialty Store,TRUE,Professional,Fall,Discount on Selected Items
1000001390,21-12-2022 16:12,Deborah Perry,"['Toothbrush', 'Extension Cords', 'Trash Cans', 'Bread', 'Banana']",8,79.18,Cash,Miami,Pharmacy,TRUE,Teenager,Summer,None
1000001391,27-09-2022 04:24,Evelyn Lewis,"['Spinach', 'Carrots', 'Cereal Bars', 'Cereal', 'Power Strips']",9,22.92,Debit Card,New York,Specialty Store,FALSE,Homemaker,Fall,Discount on Selected Items
1000001392,19-05-2020 08:55,Luis Taylor,"['Hair Gel', 'Garden Hose', 'Vinegar', 'Yogurt']",5,28.82,Credit Card,Atlanta,Supermarket,TRUE,Teenager,Fall,Discount on Selected Items
1000001393,22-10-2022 19:27,Nicholas Rogers,['BBQ Sauce'],10,78.52,Credit Card,San Francisco,Department Store,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000001394,24-03-2024 00:17,Justin Miller,['Hair Gel'],7,27.12,Cash,Los Angeles,Pharmacy,TRUE,Retiree,Summer,BOGO (Buy One Get One)
1000001395,17-03-2023 07:02,Luis Calhoun,"['Shampoo', 'Mayonnaise', 'Shampoo']",1,41.84,Debit Card,Boston,Supermarket,FALSE,Retiree,Fall,None
1000001396,03-02-2021 12:05,Stephen Galloway,"['Bath Towels', 'Shaving Cream', 'Tissues', 'Jam', 'Paper Towels']",4,61.93,Mobile Payment,San Francisco,Pharmacy,FALSE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000001397,23-01-2021 05:35,Michael Smith MD,"['Iron', 'Razors']",4,14.79,Debit Card,Seattle,Pharmacy,TRUE,Retiree,Winter,BOGO (Buy One Get One)
1000001398,07-03-2023 19:39,Ricky Mack,"['Shampoo', 'Bath Towels', 'Light Bulbs']",5,11.03,Debit Card,Atlanta,Supermarket,TRUE,Teenager,Winter,BOGO (Buy One Get One)
1000001399,23-07-2022 13:08,Kevin Hernandez,"['Toothpaste', 'Milk', 'Chicken', 'Deodorant']",4,78.92,Debit Card,Dallas,Department Store,FALSE,Senior Citizen,Spring,None
1000001400,29-01-2023 10:20,Mr. David Parks,"['Laundry Detergent', 'Dustpan']",9,63.86,Debit Card,Miami,Supermarket,FALSE,Retiree,Spring,None
1000001401,04-12-2020 14:03,Stephen Ramirez,['Tea'],7,77.84,Mobile Payment,Dallas,Department Store,TRUE,Teenager,Winter,BOGO (Buy One Get One)
1000001402,17-05-2020 06:22,Raven Reynolds,"['Baby Wipes', 'Toothpaste', 'Pickles', 'Jam', 'Tea']",4,71.26,Mobile Payment,Dallas,Warehouse Club,TRUE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000001403,13-02-2024 07:02,Autumn Ward,"['Potatoes', 'Pasta', 'Banana']",5,83.05,Credit Card,Atlanta,Specialty Store,TRUE,Senior Citizen,Summer,None
1000001404,14-12-2020 09:34,Jody Wall,['Shrimp'],6,20.63,Cash,Chicago,Convenience Store,TRUE,Student,Spring,None
1000001405,18-11-2021 12:25,Jason Carr,"['Broom', 'Trash Bags', 'Coffee', 'Soda', 'Diapers']",1,84.14,Cash,Seattle,Department Store,FALSE,Retiree,Summer,Discount on Selected Items
1000001406,23-05-2023 09:58,Michael Shelton,['Broom'],6,55.32,Debit Card,Boston,Supermarket,TRUE,Young Adult,Summer,Discount on Selected Items
1000001407,17-10-2022 04:27,Cassidy Briggs,"['Plant Fertilizer', 'Tuna', 'Spinach', 'Garden Hose']",1,42.37,Cash,Miami,Department Store,TRUE,Senior Citizen,Winter,None
1000001408,29-03-2020 09:23,Christopher Anderson,"['Orange', 'Rice']",1,18.27,Debit Card,Chicago,Specialty Store,FALSE,Teenager,Fall,Discount on Selected Items
1000001409,18-04-2021 06:48,Audrey West,"['Razors', 'Soap', 'Sponges', 'Hand Sanitizer', 'Pancake Mix']",5,39.09,Mobile Payment,Los Angeles,Specialty Store,FALSE,Teenager,Fall,BOGO (Buy One Get One)
1000001410,05-03-2024 08:19,Carl Garza,"['Pancake Mix', 'Beef']",2,82.4,Mobile Payment,San Francisco,Convenience Store,FALSE,Young Adult,Fall,Discount on Selected Items
1000001411,20-03-2023 06:39,Darlene Watson,"['Vinegar', 'Eggs', 'Pickles', 'Orange', 'Paper Towels']",9,23.88,Cash,New York,Specialty Store,TRUE,Young Adult,Summer,Discount on Selected Items
1000001412,13-09-2023 08:51,Nicholas Ramirez,['Ice Cream'],10,69.32,Debit Card,Houston,Warehouse Club,FALSE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000001413,13-07-2021 20:01,Victor Weeks,"['Paper Towels', 'Deodorant', 'Eggs', 'Shampoo']",4,74.69,Mobile Payment,Dallas,Warehouse Club,FALSE,Teenager,Summer,BOGO (Buy One Get One)
1000001414,14-07-2020 07:20,Pamela Hernandez,"['Pasta', 'BBQ Sauce', 'Shaving Cream', 'Butter']",6,21.19,Mobile Payment,Miami,Convenience Store,FALSE,Retiree,Spring,None
1000001415,22-03-2022 06:26,Andrew English,"['Plant Fertilizer', 'Honey', 'Yogurt', 'Ironing Board']",5,68.56,Debit Card,New York,Supermarket,TRUE,Senior Citizen,Spring,Discount on Selected Items
1000001416,13-10-2022 02:00,Mary Webb,['Paper Towels'],5,35.12,Credit Card,Chicago,Warehouse Club,FALSE,Professional,Spring,None
1000001417,08-08-2023 17:26,Mark Fox,"['Iron', 'Apple', 'Soap', 'Ketchup', 'Cleaning Rags']",1,62.93,Credit Card,Seattle,Department Store,TRUE,Retiree,Winter,None
1000001418,31-03-2020 23:58,Paul Moore,"['Tea', 'Bread', 'Trash Bags', 'Garden Hose']",8,75.44,Cash,Houston,Pharmacy,FALSE,Teenager,Summer,Discount on Selected Items
1000001419,20-06-2020 13:08,Krystal Mosley,['Shampoo'],5,27.09,Credit Card,Miami,Convenience Store,FALSE,Young Adult,Winter,Discount on Selected Items
1000001420,24-11-2021 00:19,Jorge Williams,"['Pasta', 'Ketchup', 'Milk', 'Mayonnaise', 'Honey']",4,8.32,Cash,San Francisco,Department Store,TRUE,Young Adult,Summer,None
1000001421,20-07-2023 23:20,Elizabeth Fields,"['Plant Fertilizer', 'BBQ Sauce', 'Ketchup', 'Power Strips', 'Cleaning Rags']",4,14.58,Cash,Los Angeles,Department Store,FALSE,Professional,Summer,Discount on Selected Items
1000001422,22-11-2023 02:29,Angel Morgan,"['Razors', 'Mustard', 'Razors', 'Trash Bags']",7,64.26,Cash,Dallas,Department Store,FALSE,Student,Spring,BOGO (Buy One Get One)
1000001423,10-12-2023 13:09,Brittany Trevino,"['Eggs', 'Milk', 'Salmon', 'Iron']",3,28.63,Credit Card,San Francisco,Convenience Store,TRUE,Young Adult,Summer,None
1000001424,29-06-2022 17:42,Jason Cantu,"['Soap', 'Dishware', 'Shampoo', 'Coffee', 'Vacuum Cleaner']",2,40.37,Credit Card,Boston,Department Store,TRUE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000001425,21-11-2022 04:05,Richard Mclean,"['Pasta', 'Salmon', 'Shampoo']",3,43.74,Mobile Payment,Boston,Pharmacy,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000001426,29-03-2024 21:46,Jennifer Frazier,"['Toothbrush', 'Shampoo', 'Chips']",2,73.45,Debit Card,Dallas,Warehouse Club,TRUE,Senior Citizen,Spring,None
1000001427,27-10-2022 02:12,Kelly Garza,"['Vacuum Cleaner', 'Onions']",4,87.56,Credit Card,Boston,Convenience Store,FALSE,Retiree,Winter,Discount on Selected Items
1000001428,09-06-2023 20:08,Erika Reed,"['Potatoes', 'Vacuum Cleaner']",2,44.53,Mobile Payment,Atlanta,Specialty Store,TRUE,Young Adult,Fall,Discount on Selected Items
1000001429,04-06-2023 04:33,James Armstrong,"['Toilet Paper', 'Trash Bags', 'Broom']",3,81.58,Mobile Payment,Atlanta,Pharmacy,TRUE,Student,Spring,BOGO (Buy One Get One)
1000001430,07-12-2020 10:00,Samantha Ellison,['Butter'],4,7.9,Cash,Boston,Pharmacy,FALSE,Professional,Fall,None
1000001431,17-01-2023 17:23,Samuel Collins,"['Vacuum Cleaner', 'Tuna', 'Insect Repellent', 'Tea']",1,68.85,Debit Card,New York,Specialty Store,TRUE,Teenager,Fall,None
1000001432,03-04-2022 08:37,Destiny Christian,"['Deodorant', 'Apple', 'Razors', 'Plant Fertilizer']",10,25.76,Credit Card,New York,Pharmacy,FALSE,Professional,Spring,Discount on Selected Items
1000001433,18-04-2021 14:36,Lori Pearson,"['Lawn Mower', 'Mustard', 'Plant Fertilizer', 'Pancake Mix']",8,94.41,Cash,Los Angeles,Supermarket,FALSE,Teenager,Winter,Discount on Selected Items
1000001434,30-05-2021 22:23,Julie Novak,"['Plant Fertilizer', 'Cleaning Rags', 'Chips', 'Toilet Paper']",10,18.93,Debit Card,Houston,Specialty Store,TRUE,Middle-Aged,Spring,Discount on Selected Items
1000001435,04-01-2023 17:05,Travis Moran,"['Cereal Bars', 'Soap', 'Apple']",8,65.6,Debit Card,Los Angeles,Department Store,TRUE,Middle-Aged,Fall,None
1000001436,27-05-2022 10:32,Cristian Santos,"['Shrimp', 'Dustpan', 'Tea']",7,13.96,Cash,Boston,Department Store,TRUE,Young Adult,Summer,BOGO (Buy One Get One)
1000001437,23-02-2020 18:14,Susan Carter,"['Ketchup', 'Razors', 'Air Freshener', 'Garden Hose']",10,69.6,Cash,Dallas,Pharmacy,FALSE,Homemaker,Fall,Discount on Selected Items
1000001438,03-01-2023 00:52,Julie Jones,"['Pickles', 'Cleaning Spray', 'Dishware', 'Shower Gel', 'Power Strips']",7,95.77,Mobile Payment,Dallas,Pharmacy,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000001439,11-09-2020 04:41,Gary Brewer,"['Cereal Bars', 'Broom', 'Orange']",8,63.1,Debit Card,Los Angeles,Supermarket,TRUE,Young Adult,Fall,BOGO (Buy One Get One)
1000001440,03-11-2021 06:16,Megan Miller,"['Apple', 'Vacuum Cleaner', 'Tea']",1,53.01,Cash,Los Angeles,Convenience Store,TRUE,Student,Spring,Discount on Selected Items
1000001441,14-10-2021 00:18,Peter Hamilton,"['Soda', 'Pancake Mix', 'Bath Towels', 'Baby Wipes']",1,73.34,Cash,Los Angeles,Warehouse Club,TRUE,Young Adult,Fall,None
1000001442,25-12-2022 14:20,Brianna Taylor,"['Insect Repellent', 'Cereal Bars', 'Power Strips', 'Peanut Butter']",7,28.66,Cash,Chicago,Department Store,FALSE,Young Adult,Summer,Discount on Selected Items
1000001443,14-08-2022 01:07,Elizabeth Benton,"['Bread', 'Trash Bags', 'Carrots']",7,80.69,Cash,Seattle,Supermarket,FALSE,Teenager,Fall,None
1000001444,19-01-2021 15:59,Regina Blanchard,"['Milk', 'Cleaning Spray', 'Dish Soap']",10,33.75,Cash,Seattle,Specialty Store,FALSE,Student,Winter,None
1000001445,10-01-2020 13:00,Allison Lee,['Soda'],2,25.37,Credit Card,New York,Department Store,FALSE,Teenager,Winter,Discount on Selected Items
1000001446,27-06-2021 00:13,Jacqueline Stone,['Eggs'],3,37.72,Credit Card,Miami,Department Store,TRUE,Middle-Aged,Fall,None
1000001447,28-07-2022 10:05,Joseph Shelton,"['Trash Cans', 'Potatoes', 'Dustpan', 'Potatoes']",6,41.15,Credit Card,Atlanta,Specialty Store,FALSE,Student,Fall,Discount on Selected Items
1000001448,17-12-2021 17:19,Jennifer Miller,"['Coffee', 'Tomatoes']",4,41.53,Mobile Payment,Seattle,Convenience Store,FALSE,Teenager,Winter,None
1000001449,11-05-2024 09:49,Russell Gallagher,"['Orange', 'Olive Oil', 'Hair Gel', 'Hair Gel', 'Dishware']",2,23.05,Credit Card,Houston,Warehouse Club,TRUE,Retiree,Spring,BOGO (Buy One Get One)
1000001450,22-05-2020 18:56,Tiffany Brown,"['Ketchup', 'Iron', 'Cereal Bars']",1,15.1,Mobile Payment,Houston,Department Store,TRUE,Student,Fall,None
1000001451,21-07-2022 02:04,Linda Velez,['Insect Repellent'],4,79.58,Mobile Payment,Chicago,Supermarket,FALSE,Senior Citizen,Summer,None
1000001452,23-07-2021 17:50,Holly Smith,"['Tuna', 'Cereal Bars', 'Paper Towels', 'Onions']",5,41.62,Mobile Payment,Dallas,Warehouse Club,FALSE,Young Adult,Fall,BOGO (Buy One Get One)
1000001453,18-03-2021 01:43,Michael Morgan,"['Baby Wipes', 'Pasta', 'Insect Repellent', 'Water']",7,15.97,Debit Card,Houston,Department Store,TRUE,Student,Winter,Discount on Selected Items
1000001454,12-03-2023 04:22,Melody Gomez,['Diapers'],1,17.03,Mobile Payment,Los Angeles,Warehouse Club,TRUE,Professional,Spring,None
1000001455,09-08-2022 08:07,Ruth Fleming,"['Extension Cords', 'Sponges', 'Coffee', 'Broom']",4,13.17,Debit Card,Boston,Warehouse Club,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000001456,03-03-2021 09:33,Rachel Hurley,['Eggs'],9,11.69,Credit Card,Boston,Department Store,TRUE,Homemaker,Spring,None
1000001457,26-01-2020 18:50,Christine Hicks,"['Cereal', 'Razors']",1,80.85,Debit Card,Atlanta,Pharmacy,TRUE,Middle-Aged,Spring,Discount on Selected Items
1000001458,22-12-2023 02:39,Jonathan Reid,"['Vacuum Cleaner', 'Lawn Mower', 'Razors']",2,62.99,Mobile Payment,San Francisco,Warehouse Club,FALSE,Student,Fall,Discount on Selected Items
1000001459,20-11-2021 11:43,Valerie Johnson,['Bath Towels'],8,9.18,Cash,Boston,Specialty Store,FALSE,Teenager,Winter,BOGO (Buy One Get One)
1000001460,25-07-2021 09:58,Jennifer Ramirez,"['Cereal Bars', 'Feminine Hygiene Products', 'Orange']",2,64.74,Mobile Payment,San Francisco,Department Store,TRUE,Student,Winter,BOGO (Buy One Get One)
1000001461,11-01-2024 02:44,Kathleen Greene,"['Dishware', 'Mop', 'BBQ Sauce']",10,7.59,Credit Card,Boston,Department Store,FALSE,Teenager,Fall,Discount on Selected Items
1000001462,10-07-2021 13:12,Zachary Hicks,"['Potatoes', 'BBQ Sauce', 'Lawn Mower', 'Shrimp', 'Broom']",2,67.2,Cash,San Francisco,Convenience Store,FALSE,Senior Citizen,Summer,Discount on Selected Items
1000001463,10-11-2022 19:34,Andrea Henry,['Onions'],4,51.34,Mobile Payment,Houston,Convenience Store,TRUE,Middle-Aged,Spring,None
1000001464,09-04-2020 22:34,Brittany Frye,"['Water', 'Mayonnaise']",7,80.86,Mobile Payment,Boston,Department Store,FALSE,Homemaker,Spring,None
1000001465,26-03-2022 08:41,Michael Taylor,"['Syrup', 'Pasta']",10,42.19,Cash,Miami,Pharmacy,TRUE,Homemaker,Summer,Discount on Selected Items
1000001466,05-12-2023 20:22,Aaron Carter,['Shower Gel'],1,27.84,Debit Card,Seattle,Specialty Store,TRUE,Teenager,Winter,None
1000001467,26-05-2023 22:57,Benjamin Alexander,"['Mayonnaise', 'Canned Soup', 'Shower Gel', 'Shower Gel']",9,84.56,Credit Card,Chicago,Pharmacy,FALSE,Teenager,Spring,None
1000001468,15-07-2021 09:33,Thomas Harris,"['Mustard', 'Mustard', 'Laundry Detergent', 'Bath Towels']",6,53.95,Credit Card,Dallas,Convenience Store,FALSE,Student,Fall,None
1000001469,22-05-2020 21:15,Tim Pitts,"['Jam', 'Feminine Hygiene Products', 'Rice', 'Trash Bags']",3,67.71,Mobile Payment,Seattle,Supermarket,FALSE,Retiree,Winter,BOGO (Buy One Get One)
1000001470,13-08-2021 22:28,Paul Rodriguez MD,"['Honey', 'Sponges']",5,71.65,Credit Card,Dallas,Specialty Store,FALSE,Student,Fall,Discount on Selected Items
1000001471,24-10-2022 20:41,Stephen Fitzpatrick,"['Trash Bags', 'Cereal', 'Soap']",6,65.44,Debit Card,Dallas,Supermarket,TRUE,Middle-Aged,Winter,Discount on Selected Items
1000001472,15-11-2023 04:13,Brent Miles,"['Dustpan', 'Hand Sanitizer', 'Vacuum Cleaner']",3,62.96,Debit Card,Miami,Pharmacy,TRUE,Homemaker,Spring,Discount on Selected Items
1000001473,05-08-2020 03:52,Alan Valenzuela,['Toilet Paper'],9,30.92,Credit Card,Atlanta,Pharmacy,TRUE,Teenager,Summer,None
1000001474,06-05-2023 20:01,Justin Robles,"['Shrimp', 'Dish Soap', 'Tuna']",7,20.61,Credit Card,Houston,Convenience Store,FALSE,Homemaker,Winter,Discount on Selected Items
1000001475,27-11-2023 22:09,Christopher Adams,['Light Bulbs'],9,18.55,Mobile Payment,Seattle,Warehouse Club,TRUE,Student,Winter,Discount on Selected Items
1000001476,06-01-2024 17:07,Vanessa Anderson,"['Cheese', 'Ice Cream', 'Water', 'Vacuum Cleaner', 'Potatoes']",3,21.89,Mobile Payment,Miami,Convenience Store,FALSE,Teenager,Summer,None
1000001477,13-05-2024 21:47,Kevin Campos,['Shampoo'],4,97.62,Mobile Payment,Boston,Pharmacy,TRUE,Homemaker,Summer,BOGO (Buy One Get One)
1000001478,28-05-2020 15:39,Marissa Lambert,"['Olive Oil', 'Apple', 'Soap', 'Ironing Board', 'Tissues']",5,31.13,Mobile Payment,Boston,Pharmacy,TRUE,Retiree,Summer,None
1000001479,08-03-2023 04:09,Daniel Johnson,"['Tuna', 'Water', 'Potatoes', 'Broom']",3,7.7,Mobile Payment,Chicago,Supermarket,FALSE,Professional,Spring,None
1000001480,27-10-2020 13:57,Edwin Moore,"['Toothbrush', 'Orange', 'Bath Towels', 'Insect Repellent']",8,33.74,Credit Card,Atlanta,Convenience Store,FALSE,Senior Citizen,Fall,None
1000001481,04-03-2024 19:28,Michael Soto,"['Dish Soap', 'Feminine Hygiene Products', 'Cleaning Rags', 'Shrimp', 'Vinegar']",5,46.48,Mobile Payment,Chicago,Pharmacy,FALSE,Professional,Spring,BOGO (Buy One Get One)
1000001482,07-01-2022 14:12,Stephanie Jackson,"['Garden Hose', 'Ice Cream', 'Mayonnaise', 'Rice', 'Coffee']",1,91.46,Cash,Boston,Warehouse Club,TRUE,Teenager,Fall,BOGO (Buy One Get One)
1000001483,24-02-2020 11:45,Michelle Mercer,"['Butter', 'Tuna']",10,41.25,Debit Card,Miami,Convenience Store,FALSE,Retiree,Fall,BOGO (Buy One Get One)
1000001484,08-05-2023 10:20,Brandy Madden,['Jam'],10,72.39,Mobile Payment,Miami,Convenience Store,TRUE,Retiree,Summer,None
1000001485,02-12-2023 07:04,Daniel Thompson,['Bread'],6,13.37,Cash,San Francisco,Convenience Store,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000001486,01-06-2020 18:13,Lisa Cruz,['Butter'],7,18.93,Cash,New York,Supermarket,FALSE,Senior Citizen,Spring,Discount on Selected Items
1000001487,17-02-2021 04:57,Arthur Williams,['Tomatoes'],4,61.06,Mobile Payment,San Francisco,Specialty Store,FALSE,Homemaker,Spring,Discount on Selected Items
1000001488,17-03-2023 19:12,Stephanie Hogan,['Hair Gel'],10,96.38,Credit Card,Chicago,Convenience Store,TRUE,Teenager,Fall,BOGO (Buy One Get One)
1000001489,30-10-2020 20:45,Theresa Hall,"['Ironing Board', 'Apple', 'Trash Cans']",7,7.24,Credit Card,Chicago,Supermarket,TRUE,Student,Winter,None
1000001490,26-05-2020 18:44,Victoria Cannon,"['Dishware', 'Peanut Butter', 'Vacuum Cleaner', 'Eggs']",7,10.58,Cash,Boston,Supermarket,TRUE,Professional,Fall,BOGO (Buy One Get One)
1000001491,29-10-2022 08:17,Diane Martinez,"['Pickles', 'Tuna']",3,93.17,Cash,Dallas,Specialty Store,FALSE,Middle-Aged,Spring,Discount on Selected Items
1000001492,10-02-2020 22:28,Olivia Lewis,"['Onions', 'Trash Cans', 'BBQ Sauce']",3,59.92,Mobile Payment,Chicago,Pharmacy,FALSE,Professional,Winter,None
1000001493,04-03-2023 12:39,Tyler Reyes,"['Dishware', 'Razors', 'Dishware', 'Toothbrush']",6,76.66,Debit Card,Chicago,Pharmacy,TRUE,Homemaker,Spring,Discount on Selected Items
1000001494,24-12-2021 06:13,Patrick Lowery,"['Canned Soup', 'Water', 'Tomatoes', 'Air Freshener']",3,30.72,Debit Card,Houston,Warehouse Club,FALSE,Student,Fall,None
1000001495,19-05-2022 12:14,Molly Kidd,['Vinegar'],7,23.44,Cash,Houston,Warehouse Club,FALSE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000001496,25-11-2023 03:35,Susan Morales,['Soda'],6,27.12,Cash,Miami,Warehouse Club,TRUE,Young Adult,Spring,None
1000001497,23-09-2023 20:45,Ashley Foster,['Cleaning Rags'],4,9.57,Mobile Payment,Dallas,Pharmacy,FALSE,Student,Winter,None
1000001498,17-08-2023 03:58,Lisa Gutierrez,['Dishware'],6,10.37,Mobile Payment,Los Angeles,Department Store,TRUE,Teenager,Fall,Discount on Selected Items
1000001499,17-02-2023 00:42,Cynthia White,"['Shaving Cream', 'Toothbrush']",10,32.82,Cash,Atlanta,Supermarket,TRUE,Professional,Fall,Discount on Selected Items
1000001500,25-04-2021 07:53,Alan Mann,"['Baby Wipes', 'Bath Towels', 'Cereal Bars', 'Yogurt', 'Deodorant']",7,42.27,Credit Card,Miami,Supermarket,TRUE,Student,Fall,None
1000001501,23-03-2021 08:16,Troy Hinton,"['Deodorant', 'Carrots', 'Garden Hose', 'Air Freshener', 'Dishware']",1,21.88,Mobile Payment,Chicago,Supermarket,FALSE,Student,Summer,BOGO (Buy One Get One)
1000001502,22-09-2020 16:30,Eric Herman,"['Bread', 'Mustard', 'Dustpan', 'Toothpaste']",6,45.21,Mobile Payment,Boston,Convenience Store,FALSE,Student,Winter,None
1000001503,06-01-2022 23:37,Luis Munoz,"['Syrup', 'Mop', 'Diapers', 'Peanut Butter', 'Mayonnaise']",7,86.73,Mobile Payment,Dallas,Department Store,TRUE,Teenager,Spring,None
1000001504,12-02-2024 02:43,Andre Gonzalez,"['Carrots', 'Lawn Mower', 'Plant Fertilizer']",8,25.61,Debit Card,Atlanta,Pharmacy,FALSE,Homemaker,Spring,BOGO (Buy One Get One)
1000001505,22-08-2020 08:46,Sharon Evans,"['Beef', 'Banana']",5,53.16,Credit Card,Atlanta,Specialty Store,TRUE,Teenager,Summer,Discount on Selected Items
1000001506,13-01-2021 16:53,Robin Sanchez,"['Potatoes', 'Broom']",8,9.8,Debit Card,Boston,Department Store,TRUE,Young Adult,Winter,None
1000001507,26-02-2021 12:06,Tammie Taylor,['Deodorant'],2,6.53,Debit Card,Houston,Supermarket,TRUE,Middle-Aged,Spring,Discount on Selected Items
1000001508,07-06-2020 21:09,Cody Hill,"['Olive Oil', 'Ketchup', 'Vacuum Cleaner', 'Peanut Butter']",7,54.94,Cash,Chicago,Pharmacy,FALSE,Teenager,Fall,BOGO (Buy One Get One)
1000001509,12-05-2021 05:03,Brian Blake,"['Dish Soap', 'Deodorant', 'Apple', 'Trash Bags', 'Chicken']",6,97.99,Mobile Payment,Dallas,Specialty Store,TRUE,Middle-Aged,Spring,None
1000001510,20-02-2021 00:28,Karen Barr,['Toilet Paper'],10,83.12,Debit Card,Chicago,Convenience Store,FALSE,Middle-Aged,Spring,None
